Verkehrstage;Starthafen;Abfahrt;Schiff;Zielhafen;Ankunft;Verkehrsart;Bezeichnung;Rundfahrt;Kapazität;Sicht+buchbar;Handkasse;Automat;Spezial;Urlaubsservice;Kurbeitragskontrolle;Banderole ;Ein-Aussteiger
15.07.2019;NS;20:45:00;SP2;SP;21:25:00;1;Fahrplan 2019;0;1;0;0;0;;0;0;Banderole 1;0
16.07.2019;NS;10:00:00;SP2;SP;10:40:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
16.07.2019;NS;15:00:00;SP2;SP;15:40:00;1;Fahrplan 2019;0;1;0;0;0;;0;0;Banderole 1;0
17.07.2019;NS;10:15:00;SP2;SP;10:55:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
18.07.2019;NS;11:00:00;SP2;SP;11:40:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
19.07.2019;NS;16:45:00;SP2;SP;17:25:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
20.07.2019;NS;12:00:00;SP2;SP;12:40:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
20.07.2019;NS;17:15:00;SP2;SP;17:55:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
21.07.2019;NS;18:00:00;SP2;SP;18:40:00;1;Fahrplan 2019;0;1;0;0;0;;0;0;Banderole 1;0
22.07.2019;NS;13:00:00;SP2;SP;13:40:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
23.07.2019;NS;13:45:00;SP2;SP;14:25:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
25.07.2019;NS;13:45:00;SP2;SP;14:25:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
25.07.2019;NS;18:45:00;SP2;SP;19:25:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
27.07.2019;NS;09:45:00;SP2;SP;10:25:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
27.07.2019;NS;18:45:00;SP2;SP;19:25:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
28.07.2019;NS;10:30:00;SP2;SP;11:10:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
28.07.2019;NS;18:30:00;SP2;SP;19:10:00;1;Fahrplan 2019;0;1;0;0;0;;0;0;Banderole 1;0
29.07.2019;NS;10:30:00;SP2;SP;11:10:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
29.07.2019;NS;19:15:00;SP2;SP;19:55:00;1;Fahrplan 2019;0;1;1;1;1;;1;0;Banderole 1;0
